Код,Наименование,Категория,Махсулот,Размер,Ед изм,Модел булим
8550,Tj-2110-v3618,Туника,Горох с пуговица туника,46-56,шт,Bahor - Yoz
8557,Tj-2050-v3704,Туника,Красный горох туника,46-56,шт,Bahor - Yoz
8560,Tj-2130-v3682,Туника,Бордовый с пуговица туника,46-56,шт,Bahor - Yoz
8563,Tj-2068-v3706,Туника,Бордовый горох кувин туника,48-58,шт,Bahor - Yoz
8565,Tj-2054-v3559,Туника,Красный с воротником туника,46-56,шт,Bahor - Yoz
8568,Tj-2125-v3635,Туника,Т-синий туника,46-56,шт,Bahor - Yoz
8569,Tj-2125-v3634,Туника,Бордовый туника,46-56,шт,Bahor - Yoz
8570,Tj-2119-v3711,Туника,Горох с воротником туника,44-52,шт,Bahor - Yoz
8573,Tj-2124-v3765,Туника,Фиолетвый туника,48-58,шт,Bahor - Yoz
8585,Tj-2120-v3484,Туника,Горох с пуговица туника,46-56,шт,Bahor - Yoz
8586,Tj-2119-v3722,Туника,Синий с воротником туника,46-56,шт,Bahor - Yoz
8588,Tj-2010-v3721,Туника,Фиолетвый с пуговица туника,48-58,шт,Bahor - Yoz
8589,Tj-2119-v3720,Туника,Фиолетвый с воротником туника,44-52,шт,Bahor - Yoz
8590,Tj-2133-v3690,Туника,Бордовый с пуговица туника,50-60,шт,Bahor - Yoz
8591,Tj-2124-v3775,Туника,Синий с пуговица туника,48-58,шт,Bahor - Yoz
8600,Tj-2010-v3764,Туника,Оранжевый с пуговица туника,48-58,шт,Bahor - Yoz
8604,Tj-2080-v3700,Туника,Синий с пуговица туника,46-56,шт,Bahor - Yoz
8605,Tj-2133-v3691,Туника,Чёрный с пуговица туника,50-60,шт,Bahor - Yoz
8608,Tj-2123-v3602,Туника,Бордовый туника,46-56,шт,Bahor - Yoz
8609,Tj-2125-v3688,Туника,Коричневый туника,46-56,шт,Bahor - Yoz
8610,Tj-2107-v3642,Туника,Пуговица туника,50-60,шт,Bahor - Yoz
8613,Tj-2130-v3683,Туника,Чёрный с пуговица туника,46-56,шт,Bahor - Yoz
8619,Tj-2119-v3797,Туника,Жёлтый с воротником туника,44-52,шт,Bahor - Yoz
8622,Tj-2123-v3600,Туника,Т-синий туника,46-56,шт,Bahor - Yoz
8625,Tj-2049-v3643,Туника,Зелённый с воротником туника,50-60,шт,Bahor - Yoz
8627,Tj-2130-v3748,Туника,Оранжевый с пуговица туника,46-56,шт,Bahor - Yoz
8634,Tj-2123-v3601,Туника,Чёрный туника,46-56,шт,Kuz - Qish
8636,Tj-2119-v3810,Туника,Оранжевый с воротником туника,44-52,шт,Bahor - Yoz
8638,Tj-2123-v3603,Туника,Бордовый туника,46-56,шт,Bahor - Yoz
8640,Tj-2130-v3714,Туника,Серый с пуговица туника,46-56,шт,Bahor - Yoz
8646,Tj-2079-v3701,Туника,Синий с пуговица туника,46-56,шт,Bahor - Yoz
8660,Tj-2119-v3827,Туника,Синий с воротником Туника,44-52,шт,Bahor - Yoz
8669,Tj-2109-v3786,Туника,Фиолетвый с воротником туника,44-52,шт,Bahor - Yoz
8677,Tj-2010-v149,Туника,Жёлтый с пуговица туника,46-56,шт,Bahor - Yoz
8688,Tj-2000-v3831,Туника,Синий-оранжевый с пуговица туника,46-56,шт,Bahor - Yoz
8690,Tj-2049-v3835,Туника,Оранжевый с пуговица туника,50-60,шт,Bahor - Yoz
8697,Tj-2094-v2060,Туника,Горох биюти туника,56-66,шт,Bahor - Yoz
8700,Tj-2109-v3848,Туника,Синий с воротником туника,44-52,шт,Bahor - Yoz
8711,Tj-2119-v3841,Туника,Жёлтый пуговица с воротником туника,44-52,шт,Bahor - Yoz
8718,Tj-2119-v3877,Туника,Зелённый с воротником туника,44-52,шт,Bahor - Yoz
8723,Tj-2119-v3468,Туника,Зелённый с воротником туника,44-52,шт,Bahor - Yoz
8725,Tj-2050-v3878,Туника,Горох Коричневый туника,44-52,шт,Bahor - Yoz
8732,Tj-2119-v3467,Туника,Оранжевый с воротником туника,44-52,шт,Bahor - Yoz
8734,Tj-2109-v3785,Туника,Оранжевый с воротником туника,44-52,шт,Bahor - Yoz
8750,Tj-2119-v3801,Туника,Зелённый с пуговица туника,44-52,шт,Bahor - Yoz
8752,Tj-2109-v3866,Туника,Оранжевый с воротником туника,44-52,шт,Bahor - Yoz
8767,Tj-2129-v3668,Туника,Бордовый туника,46-56,шт,Bahor - Yoz
8779,Tj-2109-v3955,Туника,Туника с воротником на пуговицах,44-52,шт,Bahor - Yoz
8783,Tj-2130-v3902,Туника,Т-синий с пуговица туника,46-56,шт,Bahor - Yoz
8835,TJ-2150v-v3986,Туника,Бюти туника,52-66,шт,Bahor - Yoz
8837,TJ-2149-v3957,Туника,Мини горох туника,46-56,шт,Bahor - Yoz
8842,TJ-2147-v3950,Туника,Максмара туника,46-56,шт,Bahor - Yoz
8859,Tj-2130-v3901,Туника,Бордовый с пуговица туника,46-56,шт,Bahor - Yoz
8863,TJ-2151-v4007,Туника,Роза оранжевый туника,48-58,шт,Bahor - Yoz
8864,tj-2069-v3947,Туника,Оранжевый пуговица тугника,44-52,шт,Bahor - Yoz
8865,tj-2119-v4035,Туника,Роза с воротником туника,44-52,шт,Bahor - Yoz
8872,tj-2069-v4013,Туника,Оранжевый пуговица туника,44-52,шт,Bahor - Yoz
8874,tj-2147-v3949,Туника,Мини горох туника,46-56,шт,Bahor - Yoz
8883,TJ-2009-v3937,Туника,Мини горох куин коричневый туника,46-56,шт,Bahor - Yoz
8884,tj-2119-v4036,Туника,Роза с воротником туника,46-56,шт,Bahor - Yoz
8891,tj-2130-v3900,Туника,Максмара туника,46-56,шт,Bahor - Yoz
8894,tj-2158-v4053,Туника,Куин мини горох туника,46-56,шт,Bahor - Yoz
8908,tj-2154-v4026,Туника,Невер полоса туника,50-60,шт,Bahor - Yoz
8909,TJ-2153-v4017,Туника,Невер полоса туника,46-56,шт,Bahor - Yoz
8920,TJ-2133-v4077,Туника,Максмара туника,50-60,шт,Bahor - Yoz
8922,TJ-2153-v4018,Туника,Максмара туника,46-56,шт,Bahor - Yoz
8924,TJ-2130-v4076,Туника,Максмара туника,46-56,шт,Bahor - Yoz
8926,TJ-2155-v4037,Туника,Крежуева с воротником туника,46-56,шт,Bahor - Yoz
8930,tj-2124-v4061,Туника,Роза туника,48-58,шт,Bahor - Yoz
8943,TJ-2050-v4050,Туника,Синий косыника туника,44-52,шт,Bahor - Yoz
8945,TJ-2119-v4055,Туника,Роза с воротником туника,44-52,шт,Bahor - Yoz
8948,TJ-2050-v4054,Туника,Хаки косынка туника,44-52,шт,Bahor - Yoz
8951,TJ-2159-v4093,Туника,Малыновый косынка туника,44-52,шт,Bahor - Yoz
8952,tj-2000-v4111,Туника,Роза пуговица туника,46-56,шт,Bahor - Yoz
8957,tj-2157-v4048,Туника,Роза пугоца туника,56-66,шт,Bahor - Yoz
8958,tj-2157-v4083,Туника,Рза туника,56-66,шт,Bahor - Yoz
8959,tj-2159-v4091,Туника,Оранжевый пуговица косынка туника,44-52,шт,Bahor - Yoz
8963,TJ-2000-v4117,Туника,Малыновый пуговица туника,46-56,шт,Bahor - Yoz
8964,TJ-2151-v4119,Туника,Роза пуговица туника,48-58,шт,Bahor - Yoz
8965,tj-2159-v4092,Туника,Синий пуговица косынка туника,44-52,шт,Bahor - Yoz
8968,tj-2050-v4074,Туника,Оранжевий косынка туника,44-52,шт,Bahor - Yoz
8970,TJ-2158-V4079,Туника,Куин мини горох туника,46-56,шт,Bahor - Yoz
8971,tj-2160-v4105,Туника,Куин мини горох туника,58-66,шт,Bahor - Yoz
8974,tj-2050-v4066,Туника,Малыновый косынка туника,44-52,шт,Bahor - Yoz
8982,tj-2124-v4125,Туника,Роза пуговица туника,48-58,шт,Bahor - Yoz
8984,tj-2119-v4131,Туника,Роза пуговица с воротником туника,44-52,шт,Bahor - Yoz
8987,tj-2124-v4155,Туника,Рога пуговица туника,48-58,шт,Bahor - Yoz
8992,TJ-2000-v4140,Туника,Роза пуговица туника,46-56,шт,Bahor - Yoz
8994,tj-2151-v4156,Туника,Роза пуговица туника,48-58,шт,Bahor - Yoz
9009,TJ-2163-v4194,Туника,Роза красный с воротником туника,46-56,шт,Bahor - Yoz
9010,tj-2157-v4123,Туника,Роза пуговица туника,56-66,шт,Bahor - Yoz
9019,TJ-2100-v4095,Туника,Роза пуговица туника,46-56,шт,Bahor - Yoz
9020,tj-2119-v4132,Туника,Роза с воротником туника,44-52,шт,Bahor - Yoz
9021,tj-2119-v4130,Туника,Роза с воротником туника,44-52,шт,Bahor - Yoz
9034,tj-2050-v4088,Туника,Голубой горох косынка туника,44-52,шт,Bahor - Yoz
9043,TJ-2162-v4191,Туника,Роза с воротником туника,46-56,шт,Bahor - Yoz
9044,tj-2124-v4121,Туника,Роза пуговица туника,48-58,шт,Bahor - Yoz
9047,tj-2119-v4255,Туника,Роза  с вротником туника,44-52,шт,Bahor - Yoz
9048,tj-2163-v4222,Туника,Роза с воротником туника,46-56,шт,Bahor - Yoz
9050,TJ-2163-v4192,Туника,Роза зелёный с воротником туника,46-56,шт,Bahor - Yoz
9052,TJ-2050-v4259,Туника,Роза косыника туника,44-52,шт,Bahor - Yoz
9053,tj-2163-v4193,Туника,Роза оранжевый с воротником туника,46-56,шт,Bahor - Yoz
9058,tj-2049-v4251,Туника,Зеленый Туника,50-60,шт,Bahor - Yoz
9062,tj-2163-v4272,Туника,Роза малыновый с воротником туника,46-56,шт,Bahor - Yoz
9068,tj-2026-v4287,Туника,Роза с воротником туника,46-56,шт,Bahor - Yoz
9069,tj-2164-v4206,Туника,Фенди пуговица туника,46-56,шт,Bahor - Yoz
9074,tj-2050-v4256,Туника,Роза косиынка туника,44-52,шт,Bahor - Yoz
9078,Tj-2026-v4299,Туника,Малиновый с воротником к/р туника,46-56,шт,Bahor - Yoz
9079,tj-2050-v4257,Туника,Роза косынка туника,44-52,шт,Bahor - Yoz
9081,tj-2050-v4258,Туника,Роза косынка туника,44-52,шт,Bahor - Yoz
9094,tj-2026-v4295,Туника,Роза с воротником пуговица туника,46-56,шт,Bahor - Yoz
9101,TJ-2049-v4315,Туника,Роза пуговица туника,50-60,шт,Bahor - Yoz
9106,Tj-2026-v4334,Туника,Зелённый с воротником туника,46-56,шт,Bahor - Yoz
9109,Tj-2026-v4331,Туника,Красный с воротником туника,46-56,шт,Bahor - Yoz
9114,Tj-2010-v4336,Туника,Малиновый с пуговица туника,46-56,шт,Bahor - Yoz
9116,Tj-2168-v4321,Туника,Красный с косинка туника,44-52,шт,Bahor - Yoz
9120,Tj-2049-v4354,Туника,Жёлтый с пуговица туника,50-60,шт,Bahor - Yoz
9127,Tj-2026-v4247,Туника,Туника с воротником и красный пуговица,46-56,шт,Bahor - Yoz
9128,Tj-2049-v4326,Туника,Розовый с пуговица туника,50-60,шт,Bahor - Yoz
9129,Tj-2026-v4351,Туника,"Голубой, жёлтый с пуговица туника",46-56,шт,Bahor - Yoz
9136,tj-2165-v4308,Туника,Роза пуговица туника,48-58,шт,Bahor - Yoz
9137,tj-2026-v4248,Туника,Роза пуговица с воротником туника,46-56,шт,Bahor - Yoz
9138,tj-2157-v4319,Туника,Роза пуговица туника,56-66,шт,Bahor - Yoz
9139,tj-2119-v4362,Туника,Красный с воротником туника,44-52,шт,Bahor - Yoz
9140,TJ-2157-v4355,Туника,Роза пуговица туника,56-66,шт,Bahor - Yoz
9142,TJ-2049-v4370,Туника,Роза пуговица туника,50-60,шт,Bahor - Yoz
9147,tj-2026-v4361,Туника,Роза с воротником туника,46-56,шт,Bahor - Yoz
9152,TJ-2133-v4372,Туника,Роза пуговица туника,50-60,шт,Bahor - Yoz
9154,tj-2133-v4371,Туника,Роза пуговица туника,50-60,шт,Bahor - Yoz
5856,TJ-2028-v245,Туника 3/4,Хаки пуговица туника 3/4,46-56,шт,Bahor - Yoz
5870,TJ-2028-v223,Туника 3/4,Горчичный роза пуговиц туника 3/4,46-56,шт,Bahor - Yoz
5875,TJ-2028-v305,Туника 3/4,Инфинитий пуговица туника 3/4,46-56,шт,Bahor - Yoz
5887,TJ-2028-v400,Туника 3/4,Мини шарик пуговица туника 3/4,48-58,шт,Bahor - Yoz
5890,TJ-2013-v317,Туника 3/4,Зебра оранжевый реглан туника 3/4,46-56,шт,Bahor - Yoz
5891,TJ-2028-v319,Туника 3/4,Зебра оранжевый пуговица туника 3/4,46-56,шт,Bahor - Yoz
5895,TJ-2028-v162,Туника 3/4,Рязка пуговица туника 3/4,46-58,шт,Bahor - Yoz
5928,TJ-2028-v225,Туника 3/4,Зелёный листь пуговица туника 3/4,46-56,шт,Bahor - Yoz
